session_id,dataset_family,driver,driver_evidence,category,country,country_evidence,smartphone_files,vehicle_files,is_paired,pairing_evidence
VTA7,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta7.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta7.csv,True,INFERRED
VTA8,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta8.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta8.csv,True,INFERRED
VTA9,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta9.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta9.csv,True,INFERRED
VTB1,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb1.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vtb1.csv,True,INFERRED
VTB10,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb10.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vtb10.csv,True,INFERRED
VTB11,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb11.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vtb11.csv,True,INFERRED
VTB12,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb12.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vtb12.csv,True,INFERRED
VTB13,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vtb13.csv,False,UNVERIFIED
VTB2,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb2.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vtb2.csv,True,INFERRED
VTB3,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb3.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vtb3.csv,True,INFERRED
VTB4,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb4.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vtb4.csv,True,INFERRED
VTB5,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb5.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vtb5.csv,True,INFERRED
VTB6,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb6.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vtb6.csv,True,INFERRED
VTB7,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb7.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vtb7.csv,True,INFERRED
VTB8,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb8.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vtb8.csv,True,INFERRED
VTB9,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb9.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vtb9.csv,True,INFERRED
VW1,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw1.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw1.csv,True,INFERRED
VW10,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw10.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw10.csv,True,INFERRED
VW11,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw11.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw11.csv,True,INFERRED
VW12,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw12.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw12.csv,True,INFERRED
VW13,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw13.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw13.csv,True,INFERRED
VW14A,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw14a.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw14a.csv,True,INFERRED
VW14B,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw14b.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw14b.csv,True,INFERRED
VW14C,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw14c.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw14c.csv,True,INFERRED
VW15,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw15.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw15.csv,True,INFERRED
VW16A,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw16a.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw16a.csv,True,INFERRED
VW16B,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw16b.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw16b.csv,True,INFERRED
VW17,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw17.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw17.csv,True,INFERRED
VW2,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw2.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw2.csv,True,INFERRED
VW3,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw3.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw3.csv,True,INFERRED
VW4,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw4.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw4.csv,True,INFERRED
VW5,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw5.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw5.csv,True,INFERRED
VW6,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw6.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw6.csv,True,INFERRED
VW7,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw7.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw7.csv,True,INFERRED
VW8,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw8.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw8.csv,True,INFERRED
VW9,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw9.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw9.csv,True,INFERRED
Y1,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Y1.csv,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Y1.csv,True,INFERRED
Y2,unsynchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Y2.csv,False,UNVERIFIED
